country_code,country_name,year,age_group,sex,migrant_pop,total_pop_2019,data_used,un_development_lvl,oecd_member,total_pop_2020
226,Equatorial Guinea,2017,50-54,female,2328,16282,C,Less Developed Regions,FALSE,16753
226,Equatorial Guinea,2017,55-59,female,1222,11669,C,Less Developed Regions,FALSE,12065
226,Equatorial Guinea,2017,60-64,female,841,9649.999999999998,C,Less Developed Regions,FALSE,9757
226,Equatorial Guinea,2017,65-69,female,486,7477.999999999999,C,Less Developed Regions,FALSE,7747
226,Equatorial Guinea,2017,70-74,female,295,4567,C,Less Developed Regions,FALSE,4740
226,Equatorial Guinea,2017,75+,female,270,4971.999999999999,C,Less Developed Regions,FALSE,4942
226,Equatorial Guinea,2017,Total,female,50895,602158.9999999999,C,Less Developed Regions,FALSE,622605
226,Equatorial Guinea,2015,0-4,both sexes,750,195136,C,Less Developed Regions,FALSE,199653
226,Equatorial Guinea,2015,5-9,both sexes,556,167215.00000000003,C,Less Developed Regions,FALSE,172010
226,Equatorial Guinea,2015,10-14,both sexes,555,138778,C,Less Developed Regions,FALSE,144346
226,Equatorial Guinea,2015,15-19,both sexes,675,119983.00000000001,C,Less Developed Regions,FALSE,120951
226,Equatorial Guinea,2015,20-24,both sexes,889,133121,C,Less Developed Regions,FALSE,138192
226,Equatorial Guinea,2015,25-29,both sexes,1084,142161,C,Less Developed Regions,FALSE,148193
226,Equatorial Guinea,2015,30-34,both sexes,1207,135137,C,Less Developed Regions,FALSE,143663
226,Equatorial Guinea,2015,35-39,both sexes,1184,99967,C,Less Developed Regions,FALSE,105318
226,Equatorial Guinea,2015,40-44,both sexes,1064,65610,C,Less Developed Regions,FALSE,68702
226,Equatorial Guinea,2015,45-49,both sexes,860,46065,C,Less Developed Regions,FALSE,46660
226,Equatorial Guinea,2015,50-54,both sexes,667,36091,C,Less Developed Regions,FALSE,37187
226,Equatorial Guinea,2015,55-59,both sexes,506,24271,C,Less Developed Regions,FALSE,25030
226,Equatorial Guinea,2015,60-64,both sexes,405,19575,C,Less Developed Regions,FALSE,19668
226,Equatorial Guinea,2015,65-69,both sexes,283,14781.000000000002,C,Less Developed Regions,FALSE,15211
226,Equatorial Guinea,2015,70-74,both sexes,52,8856,C,Less Developed Regions,FALSE,9124
226,Equatorial Guinea,2015,75+,both sexes,88,9238.999999999998,C,Less Developed Regions,FALSE,9077
226,Equatorial Guinea,2015,Total,both sexes,10825,1355985.9999999998,C,Less Developed Regions,FALSE,1402985
226,Equatorial Guinea,2015,0-4,male,327,98696,C,Less Developed Regions,FALSE,100908
226,Equatorial Guinea,2015,5-9,male,227,84843.00000000001,C,Less Developed Regions,FALSE,87182
226,Equatorial Guinea,2015,10-14,male,236,70312,C,Less Developed Regions,FALSE,73357
226,Equatorial Guinea,2015,15-19,male,315,61854.00000000001,C,Less Developed Regions,FALSE,61175
226,Equatorial Guinea,2015,20-24,male,459,77646,C,Less Developed Regions,FALSE,80369
226,Equatorial Guinea,2015,25-29,male,604,88186,C,Less Developed Regions,FALSE,92164
226,Equatorial Guinea,2015,30-34,male,718,85220.99999999999,C,Less Developed Regions,FALSE,91086
226,Equatorial Guinea,2015,35-39,male,729,62246,C,Less Developed Regions,FALSE,65910
226,Equatorial Guinea,2015,40-44,male,664,39888,C,Less Developed Regions,FALSE,41844
226,Equatorial Guinea,2015,45-49,male,535,26741,C,Less Developed Regions,FALSE,27092
226,Equatorial Guinea,2015,50-54,male,406,19808.999999999996,C,Less Developed Regions,FALSE,20434
226,Equatorial Guinea,2015,55-59,male,298,12600.000000000002,C,Less Developed Regions,FALSE,12965
226,Equatorial Guinea,2015,60-64,male,238,9924,C,Less Developed Regions,FALSE,9911
226,Equatorial Guinea,2015,65-69,male,167,7300.999999999999,C,Less Developed Regions,FALSE,7464
226,Equatorial Guinea,2015,70-74,male,24,4291,C,Less Developed Regions,FALSE,4384
226,Equatorial Guinea,2015,75+,male,33,4265,C,Less Developed Regions,FALSE,4135
226,Equatorial Guinea,2015,Total,male,5980,753823.0000000001,C,Less Developed Regions,FALSE,780380
226,Equatorial Guinea,2015,0-4,female,423,96429,C,Less Developed Regions,FALSE,98745
226,Equatorial Guinea,2015,5-9,female,329,82365.00000000001,C,Less Developed Regions,FALSE,84828
226,Equatorial Guinea,2015,10-14,female,319,68460.00000000001,C,Less Developed Regions,FALSE,70989
226,Equatorial Guinea,2015,15-19,female,360,58126,C,Less Developed Regions,FALSE,59776
226,Equatorial Guinea,2015,20-24,female,430,55477.99999999999,C,Less Developed Regions,FALSE,57823
226,Equatorial Guinea,2015,25-29,female,480,53981.99999999999,C,Less Developed Regions,FALSE,56029
226,Equatorial Guinea,2015,30-34,female,489,49923,C,Less Developed Regions,FALSE,52577
226,Equatorial Guinea,2015,35-39,female,455,37727.99999999999,C,Less Developed Regions,FALSE,39408
226,Equatorial Guinea,2015,40-44,female,400,25726.000000000004,C,Less Developed Regions,FALSE,26858
226,Equatorial Guinea,2015,45-49,female,325,19324,C,Less Developed Regions,FALSE,19568
226,Equatorial Guinea,2015,50-54,female,261,16282,C,Less Developed Regions,FALSE,16753
226,Equatorial Guinea,2015,55-59,female,208,11669,C,Less Developed Regions,FALSE,12065
226,Equatorial Guinea,2015,60-64,female,167,9649.999999999998,C,Less Developed Regions,FALSE,9757
226,Equatorial Guinea,2015,65-69,female,116,7477.999999999999,C,Less Developed Regions,FALSE,7747
226,Equatorial Guinea,2015,70-74,female,28,4567,C,Less Developed Regions,FALSE,4740
226,Equatorial Guinea,2015,75+,female,55,4971.999999999999,C,Less Developed Regions,FALSE,4942
226,Equatorial Guinea,2015,Total,female,4845,602158.9999999999,C,Less Developed Regions,FALSE,622605
231,Ethiopia,2019,0-4,both sexes,152454,16560822,B R,Less Developed Regions,FALSE,16791484
231,Ethiopia,2019,5-9,both sexes,193590,14972299,B R,Less Developed Regions,FALSE,15246064
231,Ethiopia,2019,10-14,both sexes,150404,13675450,B R,Less Developed Regions,FALSE,13853199
231,Ethiopia,2019,15-19,both sexes,111420,12799947,B R,Less Developed Regions,FALSE,12975795
231,Ethiopia,2019,20-24,both sexes,103002,11415196,B R,Less Developed Regions,FALSE,11746856
231,Ethiopia,2019,25-29,both sexes,103545,9254121,B R,Less Developed Regions,FALSE,9692189
231,Ethiopia,2019,30-34,both sexes,98148,7224494,B R,Less Developed Regions,FALSE,7518893
231,Ethiopia,2019,35-39,both sexes,85857,6037303,B R,Less Developed Regions,FALSE,6273985
231,Ethiopia,2019,40-44,both sexes,73509,4756634,B R,Less Developed Regions,FALSE,4933945
231,Ethiopia,2019,45-49,both sexes,60477,3962564,B R,Less Developed Regions,FALSE,4104707.9999999995
231,Ethiopia,2019,50-54,both sexes,47382,3085816,B R,Less Developed Regions,FALSE,3228746
231,Ethiopia,2019,55-59,both sexes,35292,2396236,B R,Less Developed Regions,FALSE,2475320
231,Ethiopia,2019,60-64,both sexes,21496,1996386.0000000002,B R,Less Developed Regions,FALSE,2056264.0000000002
231,Ethiopia,2019,65-69,both sexes,8921,1523721.0000000002,B R,Less Developed Regions,FALSE,1568290
231,Ethiopia,2019,70-74,both sexes,2870,1151081.0000000002,B R,Less Developed Regions,FALSE,1188435
231,Ethiopia,2019,75+,both sexes,4716,1266660.0000000002,B R,Less Developed Regions,FALSE,1309410
231,Ethiopia,2019,Total,both sexes,1253083,112078730.00000003,B R,Less Developed Regions,FALSE,114963583
231,Ethiopia,2019,0-4,male,76348,8403653,B R,Less Developed Regions,FALSE,8520306
231,Ethiopia,2019,5-9,male,87993,7581468.000000001,B R,Less Developed Regions,FALSE,7720508
231,Ethiopia,2019,10-14,male,88974,6907544.000000001,B R,Less Developed Regions,FALSE,6999073
231,Ethiopia,2019,15-19,male,59123,6456409.000000001,B R,Less Developed Regions,FALSE,6543197
231,Ethiopia,2019,20-24,male,52790,5766692,B R,Less Developed Regions,FALSE,5930683
231,Ethiopia,2019,25-29,male,52767,4666346,B R,Less Developed Regions,FALSE,4889739
231,Ethiopia,2019,30-34,male,49772,3603998,B R,Less Developed Regions,FALSE,3761349
231,Ethiopia,2019,35-39,male,43313,2972453.9999999995,B R,Less Developed Regions,FALSE,3091148
231,Ethiopia,2019,40-44,male,36938,2367968,B R,Less Developed Regions,FALSE,2445523
231,Ethiopia,2019,45-49,male,30253,1995899,B R,Less Developed Regions,FALSE,2071480
231,Ethiopia,2019,50-54,male,23626,1486852,B R,Less Developed Regions,FALSE,1567789
231,Ethiopia,2019,55-59,male,17572,1117361,B R,Less Developed Regions,FALSE,1159002
231,Ethiopia,2019,60-64,male,10747,922993.9999999999,B R,Less Developed Regions,FALSE,946594
231,Ethiopia,2019,65-69,male,4164,715974,B R,Less Developed Regions,FALSE,735747
231,Ethiopia,2019,70-74,male,1390,523741.99999999994,B R,Less Developed Regions,FALSE,539874
231,Ethiopia,2019,75+,male,2193,579654.0000000001,B R,Less Developed Regions,FALSE,594823
231,Ethiopia,2019,Total,male,637963,56069007.99999999,B R,Less Developed Regions,FALSE,57516835
231,Ethiopia,2019,0-4,female,76106,8157181,B R,Less Developed Regions,FALSE,8271178
231,Ethiopia,2019,5-9,female,105597,7390840,B R,Less Developed Regions,FALSE,7525556
231,Ethiopia,2019,10-14,female,61430,6767911,B R,Less Developed Regions,FALSE,6854126
231,Ethiopia,2019,15-19,female,52297,6343543,B R,Less Developed Regions,FALSE,6432598
231,Ethiopia,2019,20-24,female,50212,5648508,B R,Less Developed Regions,FALSE,5816173
231,Ethiopia,2019,25-29,female,50778,4587777,B R,Less Developed Regions,FALSE,4802450
231,Ethiopia,2019,30-34,female,48376,3620496,B R,Less Developed Regions,FALSE,3757544
231,Ethiopia,2019,35-39,female,42544,3064844,B R,Less Developed Regions,FALSE,3182837
231,Ethiopia,2019,40-44,female,36571,2388664,B R,Less Developed Regions,FALSE,2488422
231,Ethiopia,2019,45-49,female,30224,1966666.0000000002,B R,Less Developed Regions,FALSE,2033228
231,Ethiopia,2019,50-54,female,23756,1598960,B R,Less Developed Regions,FALSE,1660957
231,Ethiopia,2019,55-59,female,17720,1278866,B R,Less Developed Regions,FALSE,1316318
231,Ethiopia,2019,60-64,female,10749,1073385,B R,Less Developed Regions,FALSE,1109670
231,Ethiopia,2019,65-69,female,4757,807742,B R,Less Developed Regions,FALSE,832543
231,Ethiopia,2019,70-74,female,1480,627334.0000000001,B R,Less Developed Regions,FALSE,648561
231,Ethiopia,2019,75+,female,2523,687002.0000000001,B R,Less Developed Regions,FALSE,714587
231,Ethiopia,2019,Total,female,615120,56009719,B R,Less Developed Regions,FALSE,57446748
231,Ethiopia,2017,0-4,both sexes,147086,16560822,B R,Less Developed Regions,FALSE,16791484
231,Ethiopia,2017,5-9,both sexes,169353,14972299,B R,Less Developed Regions,FALSE,15246064
231,Ethiopia,2017,10-14,both sexes,147542,13675450,B R,Less Developed Regions,FALSE,13853199
231,Ethiopia,2017,15-19,both sexes,110078,12799947,B R,Less Developed Regions,FALSE,12975795
231,Ethiopia,2017,20-24,both sexes,93558,11415196,B R,Less Developed Regions,FALSE,11746856
231,Ethiopia,2017,25-29,both sexes,94309,9254121,B R,Less Developed Regions,FALSE,9692189
231,Ethiopia,2017,30-34,both sexes,92422,7224494,B R,Less Developed Regions,FALSE,7518893
231,Ethiopia,2017,35-39,both sexes,84738,6037303,B R,Less Developed Regions,FALSE,6273985
231,Ethiopia,2017,40-44,both sexes,74399,4756634,B R,Less Developed Regions,FALSE,4933945
231,Ethiopia,2017,45-49,both sexes,63290,3962564,B R,Less Developed Regions,FALSE,4104707.9999999995
231,Ethiopia,2017,50-54,both sexes,51060,3085816,B R,Less Developed Regions,FALSE,3228746
231,Ethiopia,2017,55-59,both sexes,39641,2396236,B R,Less Developed Regions,FALSE,2475320
231,Ethiopia,2017,60-64,both sexes,27887,1996386.0000000002,B R,Less Developed Regions,FALSE,2056264.0000000002
231,Ethiopia,2017,65-69,both sexes,16182,1523721.0000000002,B R,Less Developed Regions,FALSE,1568290
231,Ethiopia,2017,70-74,both sexes,7713,1151081.0000000002,B R,Less Developed Regions,FALSE,1188435
231,Ethiopia,2017,75+,both sexes,7885,1266660.0000000002,B R,Less Developed Regions,FALSE,1309410
231,Ethiopia,2017,Total,both sexes,1227143,112078730.00000003,B R,Less Developed Regions,FALSE,114963583
231,Ethiopia,2017,0-4,male,73553,8403653,B R,Less Developed Regions,FALSE,8520306
231,Ethiopia,2017,5-9,male,76842,7581468.000000001,B R,Less Developed Regions,FALSE,7720508
231,Ethiopia,2017,10-14,male,87194,6907544.000000001,B R,Less Developed Regions,FALSE,6999073
231,Ethiopia,2017,15-19,male,58335,6456409.000000001,B R,Less Developed Regions,FALSE,6543197
231,Ethiopia,2017,20-24,male,47884,5766692,B R,Less Developed Regions,FALSE,5930683
231,Ethiopia,2017,25-29,male,47993,4666346,B R,Less Developed Regions,FALSE,4889739
231,Ethiopia,2017,30-34,male,46802,3603998,B R,Less Developed Regions,FALSE,3761349
231,Ethiopia,2017,35-39,male,42688,2972453.9999999995,B R,Less Developed Regions,FALSE,3091148
231,Ethiopia,2017,40-44,male,37330,2367968,B R,Less Developed Regions,FALSE,2445523
231,Ethiopia,2017,45-49,male,31614,1995899,B R,Less Developed Regions,FALSE,2071480
231,Ethiopia,2017,50-54,male,25422,1486852,B R,Less Developed Regions,FALSE,1567789
231,Ethiopia,2017,55-59,male,19709,1117361,B R,Less Developed Regions,FALSE,1159002
231,Ethiopia,2017,60-64,male,13922,922993.9999999999,B R,Less Developed Regions,FALSE,946594
231,Ethiopia,2017,65-69,male,7540,715974,B R,Less Developed Regions,FALSE,735747
231,Ethiopia,2017,70-74,male,3727,523741.99999999994,B R,Less Developed Regions,FALSE,539874
231,Ethiopia,2017,75+,male,3667,579654.0000000001,B R,Less Developed Regions,FALSE,594823
231,Ethiopia,2017,Total,male,624222,56069007.99999999,B R,Less Developed Regions,FALSE,57516835
231,Ethiopia,2017,0-4,female,73533,8157181,B R,Less Developed Regions,FALSE,8271178
231,Ethiopia,2017,5-9,female,92511,7390840,B R,Less Developed Regions,FALSE,7525556
231,Ethiopia,2017,10-14,female,60348,6767911,B R,Less Developed Regions,FALSE,6854126
231,Ethiopia,2017,15-19,female,51743,6343543,B R,Less Developed Regions,FALSE,6432598
231,Ethiopia,2017,20-24,female,45674,5648508,B R,Less Developed Regions,FALSE,5816173
231,Ethiopia,2017,25-29,female,46316,4587777,B R,Less Developed Regions,FALSE,4802450
231,Ethiopia,2017,30-34,female,45620,3620496,B R,Less Developed Regions,FALSE,3757544
231,Ethiopia,2017,35-39,female,42050,3064844,B R,Less Developed Regions,FALSE,3182837
231,Ethiopia,2017,40-44,female,37069,2388664,B R,Less Developed Regions,FALSE,2488422
231,Ethiopia,2017,45-49,female,31676,1966666.0000000002,B R,Less Developed Regions,FALSE,2033228
231,Ethiopia,2017,50-54,female,25638,1598960,B R,Less Developed Regions,FALSE,1660957
231,Ethiopia,2017,55-59,female,19932,1278866,B R,Less Developed Regions,FALSE,1316318
231,Ethiopia,2017,60-64,female,13965,1073385,B R,Less Developed Regions,FALSE,1109670
231,Ethiopia,2017,65-69,female,8642,807742,B R,Less Developed Regions,FALSE,832543
231,Ethiopia,2017,70-74,female,3986,627334.0000000001,B R,Less Developed Regions,FALSE,648561
231,Ethiopia,2017,75+,female,4218,687002.0000000001,B R,Less Developed Regions,FALSE,714587
231,Ethiopia,2017,Total,female,602921,56009719,B R,Less Developed Regions,FALSE,57446748
231,Ethiopia,2015,0-4,both sexes,127476,16560822,B R,Less Developed Regions,FALSE,16791484
231,Ethiopia,2015,5-9,both sexes,166509,14972299,B R,Less Developed Regions,FALSE,15246064
231,Ethiopia,2015,10-14,both sexes,127663,13675450,B R,Less Developed Regions,FALSE,13853199
231,Ethiopia,2015,15-19,both sexes,87999,12799947,B R,Less Developed Regions,FALSE,12975795
231,Ethiopia,2015,20-24,both sexes,83856,11415196,B R,Less Developed Regions,FALSE,11746856
231,Ethiopia,2015,25-29,both sexes,85520,9254121,B R,Less Developed Regions,FALSE,9692189
231,Ethiopia,2015,30-34,both sexes,82807,7224494,B R,Less Developed Regions,FALSE,7518893
231,Ethiopia,2015,35-39,both sexes,74272,6037303,B R,Less Developed Regions,FALSE,6273985
231,Ethiopia,2015,40-44,both sexes,64860,4756634,B R,Less Developed Regions,FALSE,4933945
231,Ethiopia,2015,45-49,both sexes,53980,3962564,B R,Less Developed Regions,FALSE,4104707.9999999995
231,Ethiopia,2015,50-54,both sexes,42983,3085816,B R,Less Developed Regions,FALSE,3228746
231,Ethiopia,2015,55-59,both sexes,32847,2396236,B R,Less Developed Regions,FALSE,2475320
231,Ethiopia,2015,60-64,both sexes,21067,1996386.0000000002,B R,Less Developed Regions,FALSE,2056264.0000000002
231,Ethiopia,2015,65-69,both sexes,10421,1523721.0000000002,B R,Less Developed Regions,FALSE,1568290
231,Ethiopia,2015,70-74,both sexes,4428,1151081.0000000002,B R,Less Developed Regions,FALSE,1188435
231,Ethiopia,2015,75+,both sexes,6261,1266660.0000000002,B R,Less Developed Regions,FALSE,1309410
231,Ethiopia,2015,Total,both sexes,1072949,112078730.00000003,B R,Less Developed Regions,FALSE,114963583
231,Ethiopia,2015,0-4,male,64016,8403653,B R,Less Developed Regions,FALSE,8520306
231,Ethiopia,2015,5-9,male,75937,7581468.000000001,B R,Less Developed Regions,FALSE,7720508
231,Ethiopia,2015,10-14,male,75666,6907544.000000001,B R,Less Developed Regions,FALSE,6999073
231,Ethiopia,2015,15-19,male,46810,6456409.000000001,B R,Less Developed Regions,FALSE,6543197
231,Ethiopia,2015,20-24,male,43092,5766692,B R,Less Developed Regions,FALSE,5930683
231,Ethiopia,2015,25-29,male,43698,4666346,B R,Less Developed Regions,FALSE,4889739
231,Ethiopia,2015,30-34,male,42106,3603998,B R,Less Developed Regions,FALSE,3761349
231,Ethiopia,2015,35-39,male,37571,2972453.9999999995,B R,Less Developed Regions,FALSE,3091148
231,Ethiopia,2015,40-44,male,32681,2367968,B R,Less Developed Regions,FALSE,2445523
231,Ethiopia,2015,45-49,male,27078,1995899,B R,Less Developed Regions,FALSE,2071480
231,Ethiopia,2015,50-54,male,21493,1486852,B R,Less Developed Regions,FALSE,1567789
231,Ethiopia,2015,55-59,male,16401,1117361,B R,Less Developed Regions,FALSE,1159002
231,Ethiopia,2015,60-64,male,10562,922993.9999999999,B R,Less Developed Regions,FALSE,946594
231,Ethiopia,2015,65-69,male,4879,715974,B R,Less Developed Regions,FALSE,735747
231,Ethiopia,2015,70-74,male,2150,523741.99999999994,B R,Less Developed Regions,FALSE,539874
231,Ethiopia,2015,75+,male,2922,579654.0000000001,B R,Less Developed Regions,FALSE,594823
231,Ethiopia,2015,Total,male,547062,56069007.99999999,B R,Less Developed Regions,FALSE,57516835
231,Ethiopia,2015,0-4,female,63460,8157181,B R,Less Developed Regions,FALSE,8271178
231,Ethiopia,2015,5-9,female,90572,7390840,B R,Less Developed Regions,FALSE,7525556
231,Ethiopia,2015,10-14,female,51997,6767911,B R,Less Developed Regions,FALSE,6854126
231,Ethiopia,2015,15-19,female,41189,6343543,B R,Less Developed Regions,FALSE,6432598
231,Ethiopia,2015,20-24,female,40764,5648508,B R,Less Developed Regions,FALSE,5816173
231,Ethiopia,2015,25-29,female,41822,4587777,B R,Less Developed Regions,FALSE,4802450
231,Ethiopia,2015,30-34,female,40701,3620496,B R,Less Developed Regions,FALSE,3757544
231,Ethiopia,2015,35-39,female,36701,3064844,B R,Less Developed Regions,FALSE,3182837
231,Ethiopia,2015,40-44,female,32179,2388664,B R,Less Developed Regions,FALSE,2488422
231,Ethiopia,2015,45-49,female,26902,1966666.0000000002,B R,Less Developed Regions,FALSE,2033228
231,Ethiopia,2015,50-54,female,21490,1598960,B R,Less Developed Regions,FALSE,1660957
231,Ethiopia,2015,55-59,female,16446,1278866,B R,Less Developed Regions,FALSE,1316318
231,Ethiopia,2015,60-64,female,10505,1073385,B R,Less Developed Regions,FALSE,1109670
231,Ethiopia,2015,65-69,female,5542,807742,B R,Less Developed Regions,FALSE,832543
231,Ethiopia,2015,70-74,female,2278,627334.0000000001,B R,Less Developed Regions,FALSE,648561
231,Ethiopia,2015,75+,female,3339,687002.0000000001,B R,Less Developed Regions,FALSE,714587
231,Ethiopia,2015,Total,female,525887,56009719,B R,Less Developed Regions,FALSE,57446748
232,Eritrea,2019,0-4,both sexes,1099,490684,I,Less Developed Regions,FALSE,495070
232,Eritrea,2019,5-9,both sexes,1087,488063,I,Less Developed Regions,FALSE,476700
232,Eritrea,2019,10-14,both sexes,1259,475525,I,Less Developed Regions,FALSE,486693
232,Eritrea,2019,15-19,both sexes,1644,354505,I,Less Developed Regions,FALSE,373932
232,Eritrea,2019,20-24,both sexes,1732,283106,I,Less Developed Regions,FALSE,285247
232,Eritrea,2019,25-29,both sexes,1773,291389,I,Less Developed Regions,FALSE,286989
232,Eritrea,2019,30-34,both sexes,1702,262829,I,Less Developed Regions,FALSE,269281
232,Eritrea,2019,35-39,both sexes,1458,183459,I,Less Developed Regions,FALSE,191483
232,Eritrea,2019,40-44,both sexes,1212,142027,I,Less Developed Regions,FALSE,141245
232,Eritrea,2019,45-49,both sexes,968,132947.99999999997,I,Less Developed Regions,FALSE,139597
232,Eritrea,2019,50-54,both sexes,784,84302,I,Less Developed Regions,FALSE,88101
232,Eritrea,2019,55-59,both sexes,626,83158.99999999999,I,Less Developed Regions,FALSE,83849
232,Eritrea,2019,60-64,both sexes,419,67616.99999999999,I,Less Developed Regions,FALSE,68421
232,Eritrea,2019,65-69,both sexes,186,59804.99999999999,I,Less Developed Regions,FALSE,59906
232,Eritrea,2019,70-74,both sexes,52,46355,I,Less Developed Regions,FALSE,47223
232,Eritrea,2019,75+,both sexes,100,51344,I,Less Developed Regions,FALSE,52690
232,Eritrea,2019,Total,both sexes,16101,3497117,I,Less Developed Regions,FALSE,3546427
232,Eritrea,2019,0-4,male,617,250657,I,Less Developed Regions,FALSE,252785
232,Eritrea,2019,5-9,male,609,249450.00000000003,I,Less Developed Regions,FALSE,243666
232,Eritrea,2019,10-14,male,718,242671.00000000003,I,Less Developed Regions,FALSE,248424
232,Eritrea,2019,15-19,male,939,180244,I,Less Developed Regions,FALSE,190468
232,Eritrea,2019,20-24,male,984,142284,I,Less Developed Regions,FALSE,143318
232,Eritrea,2019,25-29,male,993,146654,I,Less Developed Regions,FALSE,144383
232,Eritrea,2019,30-34,male,941,131971,I,Less Developed Regions,FALSE,135279
232,Eritrea,2019,35-39,male,798,91510,I,Less Developed Regions,FALSE,95791
232,Eritrea,2019,40-44,male,658,69161.99999999999,I,Less Developed Regions,FALSE,68861
232,Eritrea,2019,45-49,male,522,64890.99999999999,I,Less Developed Regions,FALSE,68077
232,Eritrea,2019,50-54,male,420,40786,I,Less Developed Regions,FALSE,42518
232,Eritrea,2019,55-59,male,333,40652,I,Less Developed Regions,FALSE,40814
232,Eritrea,2019,60-64,male,231,32406.999999999996,I,Less Developed Regions,FALSE,32998
232,Eritrea,2019,65-69,male,92,26836,I,Less Developed Regions,FALSE,26962
232,Eritrea,2019,70-74,male,26,20725,I,Less Developed Regions,FALSE,20998
232,Eritrea,2019,75+,male,41,21811,I,Less Developed Regions,FALSE,22206
232,Eritrea,2019,Total,male,8922,1752711,I,Less Developed Regions,FALSE,1777548
232,Eritrea,2019,0-4,female,482,240028.00000000003,I,Less Developed Regions,FALSE,242285
232,Eritrea,2019,5-9,female,478,238613,I,Less Developed Regions,FALSE,233034
232,Eritrea,2019,10-14,female,541,232854,I,Less Developed Regions,FALSE,238269
232,Eritrea,2019,15-19,female,705,174260,I,Less Developed Regions,FALSE,183464
232,Eritrea,2019,20-24,female,748,140822,I,Less Developed Regions,FALSE,141929
232,Eritrea,2019,25-29,female,780,144734.99999999997,I,Less Developed Regions,FALSE,142606
232,Eritrea,2019,30-34,female,761,130859.00000000001,I,Less Developed Regions,FALSE,134002
232,Eritrea,2019,35-39,female,660,91946.99999999999,I,Less Developed Regions,FALSE,95692
232,Eritrea,2019,40-44,female,554,72864,I,Less Developed Regions,FALSE,72384
232,Eritrea,2019,45-49,female,446,68059,I,Less Developed Regions,FALSE,71520
232,Eritrea,2019,50-54,female,364,43515,I,Less Developed Regions,FALSE,45583
232,Eritrea,2019,55-59,female,293,42507,I,Less Developed Regions,FALSE,43035
232,Eritrea,2019,60-64,female,188,35211.99999999999,I,Less Developed Regions,FALSE,35423
232,Eritrea,2019,65-69,female,94,32968,I,Less Developed Regions,FALSE,32944
232,Eritrea,2019,70-74,female,26,25630.000000000004,I,Less Developed Regions,FALSE,26225
232,Eritrea,2019,75+,female,59,29533,I,Less Developed Regions,FALSE,30484
232,Eritrea,2019,Total,female,7179,1744406,I,Less Developed Regions,FALSE,1768879
232,Eritrea,2017,0-4,both sexes,1068,490684,I,Less Developed Regions,FALSE,495070
232,Eritrea,2017,5-9,both sexes,955,488063,I,Less Developed Regions,FALSE,476700
232,Eritrea,2017,10-14,both sexes,1009,475525,I,Less Developed Regions,FALSE,486693
232,Eritrea,2017,15-19,both sexes,1267,354505,I,Less Developed Regions,FALSE,373932
232,Eritrea,2017,20-24,both sexes,1572,283106,I,Less Developed Regions,FALSE,285247
232,Eritrea,2017,25-29,both sexes,1736,291389,I,Less Developed Regions,FALSE,286989
232,Eritrea,2017,30-34,both sexes,1710,262829,I,Less Developed Regions,FALSE,269281
232,Eritrea,2017,35-39,both sexes,1542,183459,I,Less Developed Regions,FALSE,191483
232,Eritrea,2017,40-44,both sexes,1319,142027,I,Less Developed Regions,FALSE,141245
232,Eritrea,2017,45-49,both sexes,1093,132947.99999999997,I,Less Developed Regions,FALSE,139597
232,Eritrea,2017,50-54,both sexes,877,84302,I,Less Developed Regions,FALSE,88101
232,Eritrea,2017,55-59,both sexes,707,83158.99999999999,I,Less Developed Regions,FALSE,83849
232,Eritrea,2017,60-64,both sexes,529,67616.99999999999,I,Less Developed Regions,FALSE,68421
232,Eritrea,2017,65-69,both sexes,326,59804.99999999999,I,Less Developed Regions,FALSE,59906
232,Eritrea,2017,70-74,both sexes,157,46355,I,Less Developed Regions,FALSE,47223
232,Eritrea,2017,75+,both sexes,174,51344,I,Less Developed Regions,FALSE,52690
232,Eritrea,2017,Total,both sexes,16041,3497117,I,Less Developed Regions,FALSE,3546427
232,Eritrea,2017,0-4,male,603,250657,I,Less Developed Regions,FALSE,252785
232,Eritrea,2017,5-9,male,538,249450.00000000003,I,Less Developed Regions,FALSE,243666
232,Eritrea,2017,10-14,male,578,242671.00000000003,I,Less Developed Regions,FALSE,248424
232,Eritrea,2017,15-19,male,727,180244,I,Less Developed Regions,FALSE,190468
232,Eritrea,2017,20-24,male,897,142284,I,Less Developed Regions,FALSE,143318
232,Eritrea,2017,25-29,male,977,146654,I,Less Developed Regions,FALSE,144383
232,Eritrea,2017,30-34,male,949,131971,I,Less Developed Regions,FALSE,135279
232,Eritrea,2017,35-39,male,848,91510,I,Less Developed Regions,FALSE,95791
232,Eritrea,2017,40-44,male,719,69161.99999999999,I,Less Developed Regions,FALSE,68861
232,Eritrea,2017,45-49,male,593,64890.99999999999,I,Less Developed Regions,FALSE,68077
232,Eritrea,2017,50-54,male,472,40786,I,Less Developed Regions,FALSE,42518
232,Eritrea,2017,55-59,male,378,40652,I,Less Developed Regions,FALSE,40814
232,Eritrea,2017,60-64,male,292,32406.999999999996,I,Less Developed Regions,FALSE,32998
232,Eritrea,2017,65-69,male,162,26836,I,Less Developed Regions,FALSE,26962
232,Eritrea,2017,70-74,male,79,20725,I,Less Developed Regions,FALSE,20998
232,Eritrea,2017,75+,male,77,21811,I,Less Developed Regions,FALSE,22206
232,Eritrea,2017,Total,male,8889,1752711,I,Less Developed Regions,FALSE,1777548
